Price,Close,High,Low,Open,Volume,Log_Return
Ticker,SPY,SPY,SPY,SPY,SPY,
Date,,,,,,
1993-02-01,24.347322463989258,24.347322463989258,24.19257253307407,24.19257253307407,480500,0.007087093902065158
1993-02-02,24.398916244506836,24.416110688653777,24.278555135478264,24.33013846791908,201300,0.002116832032600257
1993-02-03,24.656824111938477,24.674018549952383,24.41610197974382,24.433296417757724,529400,0.010514987312431431
1993-02-04,24.75998878479004,24.81157209475835,24.467683361636265,24.742794348133934,531500,0.004175292443086861
1993-02-05,24.742801666259766,24.79438499148477,24.605246132326425,24.742801666259766,492100,-0.0006943899147613858
1993-02-08,24.742801666259766,24.828773874968103,24.70841278277643,24.742801666259766,596100,0.0
1993-02-09,24.570850372314453,24.656822556962158,24.519267061525827,24.656822556962158,122100,-0.0069738088227703585
1993-02-10,24.605236053466797,24.62243048816524,24.502069445276163,24.57084718406992,379600,0.0013984718693837103
1993-02-11,24.725605010986328,24.82877165220046,24.639632809974554,24.639632809974554,19500,0.00488007882314817
1993-02-12,24.536468505859375,24.691218482420503,24.53646850585937,24.691218482420503,42500,-0.007678825554137728
1993-02-16,23.917484283447266,24.467706783138357,23.88309537721657,24.467706783138357,374800,-0.025550769805599473
1993-02-17,23.900270462036133,23.951853779580098,23.81429826612953,23.917464901217457,210900,-0.0007199761781515512
1993-02-18,23.88308334350586,24.17538889918592,23.556388898922265,24.17538889918592,378100,-0.0007193768499974316
1993-02-19,23.96904182434082,23.96904182434082,23.84868078218129,23.883069651369727,34900,0.0035926752674494953
1993-02-22,24.055017471313477,24.089406345468323,23.96904528592637,24.037823034236055,513600,0.0035805277640222235
1993-02-23,24.037818908691406,24.14098551344974,23.917457869806686,24.12379107932335,373700,-0.0007152234989564482
1993-02-24,24.347322463989258,24.347322463989258,24.05501703892724,24.05501703892724,26300,0.012793505112252445
1993-02-25,24.398916244506836,24.416110688653777,24.278555135478264,24.33013846791908,44500,0.002116832032600257
1993-02-26,24.43328857421875,24.450483006712922,24.312927546759543,24.450483006712922,66200,0.001407773231463787
1993-03-01,24.364519119262695,24.5192690642686,24.33013024259472,24.5192690642686,66500,-0.0028185487722990226
1993-03-02,24.725605010986328,24.725605010986328,24.347327326534522,24.38171620693923,182400,0.014711407251353609
1993-03-03,24.828777313232422,24.845971757355155,24.725610648495998,24.75999953674147,280100,0.004164009174654598
1993-03-04,24.691221237182617,24.863165674767455,24.691221237182617,24.863165674767455,89500,-0.005555591028969387
1993-03-05,24.6224365234375,24.82876979039368,24.605242084524484,24.72560315691559,40000,-0.0027896838919482933
1993-03-08,25.172679901123047,25.172679901123043,24.67404075007621,24.67404075007621,50800,0.022101194446316894
1993-03-09,25.086692810058594,25.138276140031298,25.035109480085886,25.121081696707062,169300,-0.0034217368949404693
1993-03-10,25.138256072998047,25.138256072998047,24.983506206611604,25.086672784202566,194400,0.0020532935205355334
1993-03-11,25.069490432739258,25.224240373682093,25.035101556974183,25.155462622151944,70900,-0.002739245954778148
1993-03-12,24.81158447265625,24.880362253592235,24.656834465550286,24.863167808358238,643600,-0.01034092624616835
1993-03-15,24.93193817138672,24.93193817138672,24.79438265044114,24.79438265044114,310800,0.004838979114485852
1993-03-16,24.93193817138672,25.00071593185951,24.93193817138672,24.93193817138672,30800,0.0
1993-03-17,24.777193069458008,24.897554173889798,24.7428041824775,24.897554173889798,21800,-0.006226043301860629
1993-03-18,24.93193817138672,25.035104812095906,24.880354851032127,24.880354851032127,59300,0.006226043301860672
1993-03-19,24.894207000732422,25.03241217492108,24.894207000732422,25.03241217492108,66900,-0.0015145132233736263
1993-03-22,24.756010055541992,24.807837013090232,24.63508048792944,24.652356140445516,183400,-0.005566835767235802
1993-03-23,24.807828903198242,24.842380196935288,24.7732776094612,24.825104550066765,55200,0.0020909948714763226
1993-03-24,24.807828903198242,24.91148278440938,24.652348081381543,24.7732776094612,37200,0.0
1993-03-25,24.963298797607422,25.01512571552633,24.790542404544397,24.825093683157,110100,0.0062474131995360884
1993-03-26,24.825092315673828,24.96329742251126,24.80781667731915,24.94602178415658,101500,-0.005551769552222555
1993-03-29,24.928756713867188,25.049686233615674,24.842378485475408,24.842378485475408,87100,0.0041670966256358
1993-03-30,24.997859954833984,24.997859954833984,24.92875737030093,24.963308662567457,56000,0.002768194190002473
1993-03-31,24.980575561523438,25.13605632227981,24.980575561523438,25.066953761943644,111600,-0.0006916740718696811
1993-04-01,24.894207000732422,25.015136528147497,24.842380060411674,25.015136528147497,129500,-0.0034634194953227335
1993-04-02,24.37592124938965,24.68688268276244,24.37592124938965,24.68688268276244,59400,-0.021039314813865628
1993-04-05,24.496854782104492,24.565957334381235,24.427752229827753,24.565957334381235,172200,0.004948922052655037
1993-04-06,24.427764892578125,24.548694421749307,24.358662304480312,24.548694421749307,129700,-0.0028243422601032637
1993-04-07,24.514156341552734,24.514156341552734,24.41050240353348,24.462329372543106,28000,0.0035303697331250995
1993-04-08,24.47958755493164,24.617792706970775,24.37593369090229,24.617792706970775,180800,-0.0014111512861997586
1993-04-12,24.825092315673828,24.842367954028507,24.686887208836396,24.721438485545754,348500,0.014015319325942608
1993-04-13,24.876934051513672,24.963312294748096,24.79055580827925,24.807831456926134,146100,0.002086102254960379
1993-04-14,24.842376708984375,24.911479286756236,24.82510106454141,24.894203642313272,119600,-0.0013900976327111056
1993-04-15,24.842376708984375,24.894203642313272,24.73872284232658,24.82510106454141,148600,0.0
1993-04-16,24.842376708984375,24.894203642313272,24.807825420098442,24.85965235342734,47900,0.0
1993-04-19,24.73872184753418,24.91147828501696,24.721446203785902,24.84237571002385,157000,-0.004181230972356565
1993-04-20,24.6178035736084,24.738733135022617,24.462322708932977,24.70418183176141,279500,-0.00489979854989179
1993-04-21,24.60053253173828,24.66963515120946,24.531429912267107,24.66963515120946,67900,-0.0007018133462311292
1993-04-22,24.289554595947266,24.704170037129863,24.289554595947266,24.496862316538564,97700,-0.012721684420638734
1993-04-23,24.185909271240234,24.306838817596436,24.15135797228132,24.237736219678606,106000,-0.004276203851435163
1993-04-26,23.99587059020996,24.28955655135724,23.926768011116483,24.20317832749039,62600,-0.007888445260683346
1993-04-27,24.255006790161133,24.255006790161133,23.961320810508184,23.961320810508184,156800,0.010741304843173297
1993-04-28,24.203187942504883,24.272290549050222,24.168636639232215,24.22046359414122,85900,-0.002138703998115302
1993-04-29,24.306838989257812,24.306838989257812,24.116806843641726,24.255012040453426,85000,0.004273392988931186
1993-04-30,24.341381072998047,24.479586217486325,24.341381072998047,24.39320800218115,88500,0.0014200761919295477
1993-05-03,24.496854782104492,24.496854782104492,24.27227148720509,24.375925315620197,80500,0.006366906240304186
1993-05-04,24.5832576751709,24.669635952314856,24.514155053455728,24.54870636431331,149100,0.003520895857803301
1993-05-05,24.65234375,24.738721969166082,24.583241174667133,24.583241174667133,109000,0.0028063481777602134
1993-05-06,24.56598472595215,24.635087355279722,24.54870906862026,24.61781169794783,54700,-0.003509225743558861
1993-05-07,24.514156341552734,24.5832589668989,24.47960502887965,24.5832589668989,68000,-0.0021119908189828943
1993-05-10,24.56598472595215,24.704189984607297,24.54870906862026,24.54870906862026,113900,0.0021119908189829407
1993-05-11,24.66963005065918,24.66963005065918,24.49687353769938,24.5659761428833,42600,0.004210183147933416
1993-05-12,24.635074615478516,24.652350263876468,24.56597202188671,24.56597202188671,31000,-0.0014017096775044218
1993-05-13,24.341381072998047,24.53141314666943,24.324105429937013,24.53141314666943,129100,-0.011993398002737833
1993-05-14,24.324108123779297,24.410486348650675,24.306832478805024,24.341383768753573,63500,-0.0007098644328525868
1993-05-17,24.410499572753906,24.410499572753906,24.28956999242179,24.393223918420745,34000,0.003545387705014907
1993-05-18,24.39319610595703,24.44502300986487,24.306817932777296,24.427747375228922,105200,-0.000709104803695435
1993-05-19,24.894207000732422,24.894207000732422,24.237732423336286,24.39321324429853,50200,0.020330880533047897
1993-05-20,24.963298797607422,24.963298797607422,24.842369322463306,24.89419624038221,98200,0.002771572303776624
1993-05-21,24.73872184753418,25.015132147506627,24.721446203785902,24.980580860010072,221400,-0.00903699590232994
1993-05-24,24.842376708984375,24.9287549311992,24.790549775655478,24.790549775655478,30500,0.004181230972356553
1993-05-25,24.894207000732422,24.94603394105317,24.894207000732422,24.94603394105317,191800,0.002084192626196647
1993-05-26,25.20517921447754,25.22245486849706,24.946044404184764,24.963320058204282,102400,0.012414371953840096
1993-05-27,25.118791580200195,25.239721113254806,25.084240285041737,25.239721113254806,53800,-0.003433263225041527
1993-05-28,24.997859954833984,25.101513831633575,24.876930431901133,25.101513831633575,79100,-0.004826015161606279
1993-06-01,25.239715576171875,25.32609379511839,25.04968349448954,25.084234782068144,28300,0.009628549439097812
1993-06-02,25.20517921447754,25.291557484575133,25.066973982321393,25.170627906438504,20300,-0.0013692710524501348
1993-06-03,25.118791580200195,25.153342875358657,25.066964637462508,25.153342875358657,21600,-0.003433263225041527
1993-06-04,25.032405853271484,25.0496814956823,24.928751998806593,25.0496814956823,32000,-0.0034450149462411273
1993-06-07,24.946029663085938,25.08423481357395,24.946029663085938,25.08423481357395,121400,-0.0034565418181951675
1993-06-08,24.721445083618164,24.876925870307584,24.721445083618164,24.876925870307584,104500,-0.009043588838634624
1993-06-09,24.807828903198242,24.91148278440938,24.7732776094612,24.807828903198242,43300,0.003488195978512774
1993-06-10,24.825092315673828,24.842367954028507,24.738714123900433,24.79054103896447,17900,0.0006956436473135692
1993-06-11,24.928756713867188,24.963308005223897,24.82510283979705,24.91148106818883,647400,0.0041670966256358
1993-06-14,24.894207000732422,24.980585234600333,24.894207000732422,24.96330958782675,64200,-0.0013868993771899134
1993-06-15,24.842376708984375,24.94603057564217,24.842376708984375,24.9287549311992,142400,-0.0020841926261966235
1993-06-16,24.894207000732422,24.894207000732422,24.773277473317343,24.842380060411674,330900,0.002084192626196647
1993-06-17,24.980575561523438,24.980575561523438,24.894197361103235,24.946024281355356,37400,0.0034634194953227226
1993-06-18,24.774883270263672,24.966262284289584,24.774883270263672,24.966262284289584,58500,-0.00826817671449189
1993-06-21,24.82706642150879,24.844464505896674,24.792270252733026,24.844464505896674,29300,0.0021040773929748603
1993-06-22,24.844467163085938,24.8618652493346,24.809670990588618,24.8618652493346,137500,0.000700632375657467
1993-06-23,24.61829376220703,24.844468899244976,24.618293762207035,24.844468899244976,227600,-0.009145262941080276
1993-06-24,24.9488468170166,24.9488468170166,24.687875616001783,24.687875616001783,243700,0.013337785931801214
1993-06-25,24.93146514892578,25.00105751500792,24.914067057405248,24.93146514892578,44800,-0.0006969350474888418
